Data de lançamento;Empresa;Conta;Referência;Nº documento;Chave de lançamento;Segmento;Elemento PEP;Centro custo;Centro de lucro;Texto;Moeda interna 2;Montante em MI2;Moeda interna;Montante em moeda interna
11/30/2025;F055;604105;902299691;1900003534;40;CBL_100;GQR*PROJECT;;110;;EUR;1,323.85;USD;1,531.16
11/30/2025;F055;604105;902299691;1900003535;40;CBL_100;GQR*PROJECT;;110;;EUR;1,688.57;USD;1,953.00
11/30/2025;F055;604105;902299691;1900003536;40;CBL_100;GQR*PROJECT;;110;;EUR;340.43;USD;393.74
11/30/2025;F055;604105;902299691;1900003537;40;CBL_100;GQR*PROJECT;;110;;EUR;571.88;USD;661.44
11/30/2025;F055;604105;902299691;1900003538;40;CBL_100;GQR*PROJECT;;110;;EUR;1,804.25;USD;2,086.80
4/30/2025;F055;604105;902271394;3300000124;50;CBL_100;GQR*PROJECT;;110;;EUR;-10,335.25;USD;-11,754.28
6/30/2025;F055;604105;902279824;3300000127;50;CBL_100;GQR*PROJECT;;110;;EUR;-19,032.45;USD;-22,306.03
7/31/2025;F055;604105;902280659;3300000135;50;CBL_100;GQR*PROJECT;;110;;EUR;-3,355.95;USD;-3,842.56
7/31/2025;F055;604105;902280659;3300000136;50;CBL_100;GQR*PROJECT;;110;;EUR;-2,408.57;USD;-2,757.81
4/30/2025;F055;604105;;100154836;40;CBL_100;EXA*WOODGRAIN_ECP_T&M;;110;;EUR;1,034.78;USD;1,627.50
4/30/2025;F055;604105;;100154858;50;CBL_100;EXA*WOODGRAIN_ECP_T&M;;110;;EUR;-1,034.78;USD;-1,627.50
11/1/2025;F055;604105;;100181599;40;WFS;GREAT_LAKE_CHEESES_WFM;;WFS;;EUR;20,909.24;USD;24,158.54
11/1/2025;F055;604105;;100181599;50;CBL_100;WFS*SF_IMPLEMENT;;110;;EUR;-20,909.24;USD;-24,158.54
4/30/2025;F055;604105;902271297;1900003094;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;1,034.78;USD;1,176.86
5/31/2025;F055;604105;902275449;1900003139;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;1,240.00;USD;1,406.04
5/31/2025;F055;604105;902275450;1900003140;40;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;2,660.00;USD;3,016.17
6/30/2025;F055;604105;902280132;1900003205;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;24.25;USD;28.42
6/30/2025;F055;604105;902280133;1900003206;40;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;350.50;USD;410.79
7/31/2025;F055;604105;902284150;1900003276;40;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;2,165.68;USD;2,479.70
8/31/2025;F055;604105;902288625;1900003336;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;471.47;USD;549.64
8/31/2025;F055;604105;902288624;1900003337;40;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;5,087.02;USD;5,930.45
9/30/2025;F055;604105;902293028;1900003395;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;2,810.66;USD;3,300.00
9/30/2025;F055;604105;902293028;1900003396;40;CBL_100;MSC*SUPPORT;;110;;EUR;1,729.78;USD;2,030.93
9/30/2025;F055;604105;902293028;1900003397;40;CBL_100;HAWORTH*AMS_SUPPORT;;110;;EUR;1,047.66;USD;1,230.06
9/30/2025;F055;604105;902293028;1900003398;40;CBL_100;SPX*FLOW_CPI;;110;;EUR;110.88;USD;130.18
10/31/2025;F055;604105;902297692;1900003466;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;1,644.44;USD;1,899.99
10/31/2025;F055;604105;902297692;1900003467;40;CBL_100;MSC*SUPPORT;;110;;EUR;2,102.49;USD;2,429.22
10/31/2025;F055;604105;902297692;1900003468;40;CBL_100;HAWORTH*AMS_SUPPORT;;110;;EUR;1,898.87;USD;2,193.95
10/31/2025;F055;604105;902297692;1900003469;40;CBL_100;HRPUS*SPX_AMS;;110;;EUR;22.37;USD;25.85
10/31/2025;F055;604105;902297856;1900003470;40;CBL_100;WFS*SF_IMPLEMENT;;110;;EUR;17,011.38;USD;19,654.95
10/31/2025;F055;604105;902297856;1900003471;40;CBL_100;WFS*SF_IMPLEMENT;;110;;EUR;3,897.86;USD;4,503.59
11/30/2025;F055;604105;902302641;1900003539;40;CBL_000;EXA*SPX_REPORTS;;990;;EUR;105.00;USD;121.44
11/30/2025;F055;604105;902302641;1900003540;40;CBL_100;MSC*SUPPORT;;110;;EUR;466.50;USD;539.55
11/30/2025;F055;604105;902302641;1900003541;40;CBL_100;WFS*SF_IMPLEMENT;;110;;EUR;5,679.61;USD;6,569.04
12/31/2025;F055;604105;902306964;1900003624;40;CBL_100;HAWORTH*AMS_SUPPORT;;110;;EUR;2,439.00;USD;2,865.83
12/31/2025;F055;604105;902306964;1900003625;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;1,534.50;USD;1,803.04
12/31/2025;F055;604105;902306964;1900003626;40;CBL_100;MSC*SUPPORT;;110;;EUR;670.50;USD;787.84
1/31/2026;F055;604105;902310677;1900003712;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;544.50;USD;648.99
1/31/2026;F055;604105;902310677;1900003713;40;CBL_100;HAWORTH*AMS_SUPPORT;;110;;EUR;2,365.50;USD;2,819.44
1/31/2026;F055;604105;902310677;1900003714;40;CBL_100;MSC*SUPPORT;;110;;EUR;884.50;USD;1,054.24
1/31/2026;F055;604105;902310677;1900003715;40;CBL_100;MSC*SUPPORT;;110;;EUR;106.54;USD;126.99
1/31/2026;F055;604105;902310677;1900003716;40;UKG;WWFS*UKG_PHASE0;;UKG;;EUR;1,485.20;USD;1,770.21
9/1/2025;F055;604105;902280133;3300000143;50;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;-350.50;USD;-410.79
9/1/2025;F055;604105;902284150;3300000144;50;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;-2,165.68;USD;-2,479.70
9/1/2025;F055;604105;902275450;3300000145;50;CBL_000;EXASERV_US*TIG_NETJETS;;990;;EUR;-2,660.00;USD;-3,016.17
4/30/2025;F055;604105;902000243;1900003076;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;405.04;USD;460.65
4/30/2025;F055;604105;902000244;1900003077;40;CBL_000;SODEXO*EXASERV;;990;;EUR;8,745.00;USD;9,945.69
4/30/2025;F055;604105;902000249;1900003078;40;CBL_000;SODEXO*EXASERV;;990;;EUR;10,237.50;USD;11,643.11
4/30/2025;F055;604105;902270260;1900003079;40;CBL_000;SODEXO*EXASERV;;990;;EUR;10,757.50;USD;12,234.50
4/30/2025;F055;604105;902270276;1900003080;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;368.52;USD;419.12
4/30/2025;F055;604105;1800000149;1900003081;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;288.88;USD;328.54
4/30/2025;F055;604105;1800000151;1900003082;40;CBL_000;SODEXO*EXASERV;;990;;EUR;11,665.35;USD;13,267.00
4/30/2025;F055;604105;1800000152;1900003083;40;CBL_000;SODEXO*EXASERV;;990;;EUR;9,917.13;USD;11,278.75
4/30/2025;F055;604105;1800000153;1900003084;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;2,310.99;USD;2,628.29
5/31/2025;F055;604105;902273529;1900003130;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;40.63;USD;46.07
5/31/2025;F055;604105;902273531;1900003131;40;CBL_000;SODEXO*EXASERV;;990;;EUR;3,250.00;USD;3,685.18
6/30/2025;F055;604105;902277209;1900003190;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;510.96;USD;598.85
9/30/2025;F055;604105;902290959;1900003379;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;117.71;USD;138.20
11/30/2025;F055;604105;902299575;1900003542;40;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;79.66;USD;92.13
4/30/2025;F055;604105;902000244;3300000120;50;CBL_000;SODEXO*EXASERV;;990;;EUR;-8,745.00;USD;-9,945.69
4/30/2025;F055;604105;902000249;3300000121;50;CBL_000;SODEXO*EXASERV;;990;;EUR;-10,237.50;USD;-11,643.11
4/30/2025;F055;604105;1800000151;3300000122;50;CBL_000;SODEXO*EXASERV;;990;;EUR;-11,665.35;USD;-13,267.00
4/30/2025;F055;604105;1800000152;3300000123;50;CBL_000;SODEXO*EXASERV;;990;;EUR;-9,917.13;USD;-11,278.75
4/30/2025;F055;604105;1800000153;3300000125;50;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;-2,310.99;USD;-2,628.29
4/30/2025;F055;604105;902000243;3300000126;50;CBL_000;OREGON*TOOL_BENEFITS;;990;;EUR;-405.04;USD;-460.65
4/30/2025;F055;604105;14092;1900003064;40;EXASERV_US;;600055;EXASERV_US;;EUR;6,835.03;USD;7,773.48
5/31/2025;F055;604105;902275215;1900003141;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;4,837.25;USD;5,484.96
5/31/2025;F055;604105;902275216;1900003142;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;169.34;USD;192.01
6/30/2025;F055;604105;902279883;1900003199;40;CBL_100;EXA*WOODGRAIN_WFS;;110;;EUR;191.68;USD;224.65
6/30/2025;F055;604105;902279884;1900003200;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;381.03;USD;446.57
7/31/2025;F055;604105;902284425;1900003277;40;CBL_000;TURNER*PROJECT;;990;;EUR;5,880.00;USD;6,732.60
7/31/2025;F055;604105;902284425;1900003278;40;CBL_000;TURNER*PROJECT;;990;;EUR;1,987.74;USD;2,275.96
7/31/2025;F055;604105;902284426;1900003279;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;1,651.10;USD;1,890.51
8/31/2025;F055;604105;902288493;1900003338;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;804.37;USD;937.73
8/31/2025;F055;604105;902288492;1900003339;40;CBL_000;TURNER*PROJECT;;990;;EUR;7,140.00;USD;8,323.81
9/30/2025;F055;604105;902292591;1900003399;40;CBL_000;TURNER*PROJECT;;990;;EUR;1,879.36;USD;2,206.56
9/30/2025;F055;604105;902292591;1900003400;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;335.25;USD;393.62
9/30/2025;F055;604105;902292591;1900003405;40;CBL_000;TURNER*PROJECT;;990;;EUR;5,530.00;USD;6,492.77
10/31/2025;F055;604105;902297873;1900003472;40;CBL_000;TURNER*PROJECT;;990;;EUR;9,170.00;USD;10,595.02
10/31/2025;F055;604105;902297873;1900003473;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;592.72;USD;684.83
11/30/2025;F055;604105;902302144;1900003543;40;CBL_000;TURNER*PROJECT;;990;;EUR;6,160.00;USD;7,124.66
11/30/2025;F055;604105;902302144;1900003544;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;1,693.42;USD;1,958.61
11/30/2025;F055;604105;902302144;1900003545;40;SAP;CHECKERS*AMS;;SAPSF;;EUR;9,144.75;USD;10,576.82
11/30/2025;F055;604105;902302144;1900003546;40;SAP;SIMPLOT*AMS SF;;SAPSF;;EUR;6,280.66;USD;7,264.21
11/30/2025;F055;604105;902302144;1900003547;40;SAP;CHECKERS*AMS;;SAPSF;;EUR;96.03;USD;111.07
11/30/2025;F055;604105;902302144;1900003548;40;SAP;CHECKERS*AMS;;SAPSF;;EUR;96.03;USD;111.07
12/31/2025;F055;604105;902306660;1900003597;40;CBL_000;TURNER*PROJECT;;990;;EUR;3,360.00;USD;3,948.00
12/31/2025;F055;604105;902306660;1900003598;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;1,439.40;USD;1,691.30
12/31/2025;F055;604105;902306660;1900003627;40;CBL_000;TURNER*PROJECT;;990;;EUR;3,360.00;USD;3,948.00
12/31/2025;F055;604105;902306660;1900003628;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;1,439.40;USD;1,691.30
12/31/2025;F055;604105;902306660;1900003629;40;SAP;AGWEST*AMS SF;;SAPSF;;EUR;1,670.56;USD;1,962.91
12/31/2025;F055;604105;902306660;1900003630;40;SAP;CHECKERS*AMS;;SAPSF;;EUR;3,835.21;USD;4,506.37
12/31/2025;F055;604105;902306660;1900003631;40;SAP;SIMPLOT*AMS SF;;SAPSF;;EUR;3,927.23;USD;4,614.50
1/31/2026;F055;604105;902310892;1900003717;40;CBL_000;TURNER*PROJECT;;990;;EUR;9,660.00;USD;11,513.75
1/31/2026;F055;604105;902310892;1900003718;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;635.03;USD;756.89
1/31/2026;F055;604105;902310892;1900003719;40;SAP;SIMPLOT*AMS SF;;SAPSF;;EUR;2,359.32;USD;2,812.07
1/31/2026;F055;604105;902310892;1900003720;40;SAP;AGWEST*AMS SF;;SAPSF;;EUR;2,737.79;USD;3,263.17
9/30/2025;F055;604105;902292591;3300000146;50;CBL_000;TURNER*PROJECT;;990;;EUR;-1,879.36;USD;-2,206.56
12/31/2025;F055;604105;902306660;3300000155;50;CBL_000;TURNER*PROJECT;;990;;EUR;-3,360.00;USD;-3,948.00
12/31/2025;F055;604105;902306660;3300000156;50;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;-1,439.40;USD;-1,691.30
4/30/2025;F055;604105;902271618;1900003097;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;2,180.64;USD;2,480.04
5/31/2025;F055;604105;902273496;1900003132;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;8,844.51;USD;10,028.79
6/30/2025;F055;604105;902280015;1900003201;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;4,786.86;USD;5,610.20
7/31/2025;F055;604105;902286398;1900003301;40;EXASERV_US;;100055;EXASERV_US;;EUR;5,364.78;USD;6,142.67
8/31/2025;F055;604105;902286371;1900003320;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;632.20;USD;737.02
7/31/2025;F055;604105;902288057;1900003333;40;CBL_100;EXA*APPLIED_WD_AMS;;110;;EUR;2,604.70;USD;2,982.38
7/31/2025;F055;604105;902286398;3300000138;50;EXASERV_US;;100055;EXASERV_US;;EUR;-5,364.78;USD;-6,142.67
5/31/2025;F055;606500;47313   1;100158714;40;CBL_100;EXASERV_US*ADMIN;;110;3243/47313/Fuel;EUR;14.41;USD;16.34
10/31/2025;F055;606500;51189   1;100178453;40;SAP;EXA*VINCI_MIGRATION_PROJ;;SAPSF;3243/51189/Fuel;EUR;9.36;USD;10.81
12/31/2025;F055;606500;53231   1;100184791;40;CBL_100;WOODGRAIN_PAYROLL_SUPP;;110;60020859/53231/Fuel;EUR;10.72;USD;12.60
4/30/2025;F055;611000;INV-0068;1900003048;40;EXASERV_US;;100055;EXASERV_US;Management fee 04.2025;EUR;24,670.61;USD;26,681.27
5/31/2025;F055;611000;INV-0069;1900003110;40;EXASERV_US;;100055;EXASERV_US;Management fee 05.2025;EUR;23,530.53;USD;26,681.27
6/30/2025;F055;611000;INV-0070;1900003166;40;EXASERV_US;;100055;EXASERV_US;Management fee 06.2025;EUR;23,530.53;USD;26,681.27
7/31/2025;F055;611000;INV-0071;1900003238;40;EXASERV_US;;100055;EXASERV_US;Management fee 07.2025;EUR;23,530.53;USD;26,681.27
8/31/2025;F055;611000;INV-0072;1900003270;40;EXASERV_US;;100055;EXASERV_US;Management fee 08.2025;EUR;23,530.53;USD;26,681.27
9/30/2025;F055;611000;INV-0073;1900003357;40;EXASERV_US;;100055;EXASERV_US;Management fee 09.2025;EUR;22,886.66;USD;26,681.27
10/31/2025;F055;611000;INV-0074;1900003419;40;EXASERV_US;;100055;EXASERV_US;Management fee 10.2025;EUR;22,886.66;USD;26,681.27
11/30/2025;F055;611000;INV-0075;1900003478;40;EXASERV_US;;100055;EXASERV_US;Management fee 11.2025;EUR;22,886.66;USD;26,681.27
12/31/2025;F055;611000;INV-0076;1900003569;40;EXASERV_US;;100055;EXASERV_US;Management fee 12.2025;EUR;22,886.66;USD;26,681.27
1/31/2026;F055;611000;INV-0077;1900003642;40;EXASERV_US;;100055;EXASERV_US;Management fee 01.2026;EUR;22,886.66;USD;26,681.27
2/28/2026;F055;611000;INV-0078;1900003730;40;EXASERV_US;;100055;EXASERV_US;Management fee 02.2026;EUR;22,886.66;USD;26,681.27
4/30/2025;F055;611005;902267634;1900003058;40;EXASERV_US;;200055;EXASERV_US;Refact frais généraux + ASS 03.2025;EUR;5,000.00;USD;5,686.50
5/31/2025;F055;611005;902271805;1900003124;40;EXASERV_US;;200055;EXASERV_US;Refact frais généraux + ASS 05.2025;EUR;5,000.00;USD;5,669.50
6/30/2025;F055;611005;902271911;1900003191;40;EXASERV_US;;200055;EXASERV_US;Refact frais généraux + ASS 06.2025;EUR;5,000.00;USD;5,860.00
7/31/2025;F055;611005;902271912;1900003267;40;EXASERV_US;;200055;EXASERV_US;Refact frais généraux + ASS 07.2025;EUR;5,000.00;USD;5,725.00
8/31/2025;F055;611005;902271927;1900003321;40;EXASERV_US;;200055;EXASERV_US;Refact frais généraux + ASS 08.2025;EUR;5,000.00;USD;5,829.00
9/30/2025;F055;611005;902271982;1900003382;40;EXASERV_US;;200055;EXASERV_US;;EUR;5,000.00;USD;5,870.50
10/31/2025;F055;611005;902294625;1900003435;40;EXASERV_US;;200055;EXASERV_US;;EUR;5,000.00;USD;5,777.00
11/30/2025;F055;611005;902297975;1900003501;40;EXASERV_US;;200055;EXASERV_US;;EUR;5,000.00;USD;5,783.00
12/31/2025;F055;611005;902297976;1900003594;40;EXASERV_US;;200055;EXASERV_US;;EUR;5,000.00;USD;5,875.00
1/31/2026;F055;611005;902298133;1900003676;40;EXASERV_US;;200055;EXASERV_US;;EUR;5,000.00;USD;5,959.50
4/1/2025;F055;613200;RENT 04.2025;1900003004;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 04.25;EUR;9,543.59;USD;9,935.83
5/1/2025;F055;613200;RENT 05.2025;1900003044;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 05.25;EUR;9,614.51;USD;10,398.09
6/1/2025;F055;613200;RENT 05.2025;1900003104;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 06.25;EUR;219.82;USD;250.00
7/1/2025;F055;613200;RENT 06.2025;1900003216;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 07.25;EUR;396.76;USD;465.00
8/1/2025;F055;613200;RENT 08.2025;1900003217;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 08.25;EUR;8,727.01;USD;10,228.05
9/1/2025;F055;613200;RENT 09.2025;1900003249;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 09.25;EUR;8,727.01;USD;10,228.05
10/1/2025;F055;613200;RENT 10.2025;1900003353;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 10.25;EUR;8,842.04;USD;10,308.05
11/1/2025;F055;613200;RENT 11.2025;1900003418;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 11.25;EUR;8,732.69;USD;10,253.05
12/1/2025;F055;613200;RENT 12.2025;1900003486;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 12.25;EUR;8,852.39;USD;10,228.05
1/1/2026;F055;613200;RENT 01.2026;1900003646;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 01.26;EUR;8,852.39;USD;10,228.05
2/1/2026;F055;613200;RENT 02.2026;1900003732;40;EXASERV_US;;600055;EXASERV_US;DESCRIPTION  BASE RENT 02.26;EUR;8,529.28;USD;10,166.05
4/7/2025;F055;616100;APRIL 25;1900003053;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 04.2025;EUR;2,058.34;USD;2,226.09
5/7/2025;F055;616100;MAY 25;1900003105;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 05.2025;EUR;2,058.34;USD;2,226.09
6/6/2025;F055;616100;JUNE 25;1900003167;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 06.2025;EUR;1,334.07;USD;1,512.70
7/7/2025;F055;616100;JULY 25;1900003218;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 07.2025;EUR;4,965.05;USD;5,819.04
7/7/2025;F055;616100;JULY 25;1900003221;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 07.2025;EUR;4,634.14;USD;5,431.21
8/7/2025;F055;616100;AUGUST 2025;1900003265;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 08.2025;EUR;3,071.95;USD;3,600.33
9/7/2025;F055;616100;SEPTEMBER 2025;1900003355;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 09.2025;EUR;3,041.13;USD;3,545.35
10/7/2025;F055;616100;OCTOBER 2025;1900003430;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 10.2025;EUR;3,152.50;USD;3,701.35
11/7/2025;F055;616100;NOVEMBER 2025;1900003481;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 11.2025;EUR;3,068.50;USD;3,545.34
12/8/2025;F055;616100;DECEMBER 2025;1900003577;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 12.2025;EUR;3,065.30;USD;3,545.33
1/8/2026;F055;616100;JANUARY 26;1900003633;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 01.2025;EUR;3,038.58;USD;3,570.33
2/4/2026;F055;616100;FEBRUARY 2026;1900003734;40;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 02.2025;EUR;2,974.52;USD;3,545.33
7/7/2025;F055;616100;JULY 25;3300000131;50;EXASERV_US;;600055;EXASERV_US;LIABILITY INSURANCE 07.2025;EUR;-4,965.05;USD;-5,819.04
4/10/2025;F055;618010;1193;1900003039;40;EXASERV_US;;500055;EXASERV_US;RAVEN INTELLIGENCE;EUR;369.86;USD;400.00
5/1/2025;F055;618100;;100155025;40;EXASERV_US;;600055;EXASERV_US;;EUR;1,451.16;USD;1,650.40
7/3/2025;F055;618100;;100163169;40;EXASERV_US;;400055;EXASERV_US;;EUR;47.18;USD;55.30
12/1/2025;F055;618100;3461;1900003552;40;EXASERV_US;;600055;EXASERV_US;Design Factory Las Vegas Stockage;EUR;537.78;USD;622.00
12/2/2025;F055;618100;15451;1900003553;40;EXASERV_US;;600055;EXASERV_US;Design Factory Las Vegas Stockage;EUR;302.61;USD;350.00
12/19/2025;F055;618100;15531;1900003576;40;EXASERV_US;;600055;EXASERV_US;Design Factory Las Vegas Stockage;EUR;161.08;USD;186.30
12/1/2025;F055;618100;1262-20251202;1900003566;40;EXASERV_US;;300055;EXASERV_US;;EUR;49.71;USD;57.50
7/1/2025;F055;618100;1224MRKT000171;1900003261;40;EXASERV_US;;600055;EXASERV_US;;EUR;2,346.42;USD;2,750.00
4/1/2025;F055;618100;;100154111;50;EXASERV_US;;600055;EXASERV_US;;EUR;-389.16;USD;-420.88
4/21/2025;F055;618100;97124727;1900003050;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 03.2025;EUR;430.54;USD;465.63
5/20/2025;F055;618100;97128170;1900003102;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 04.2025;EUR;398.22;USD;452.90
6/19/2025;F055;618100;97131945;1900003165;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 05.2025;EUR;435.83;USD;494.19
7/16/2025;F055;618100;97134809;1900003219;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 06.2025;EUR;406.86;USD;476.84
8/12/2025;F055;618100;97138296;1900003260;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 07.2025;EUR;420.38;USD;492.68
9/14/2025;F055;618100;97143229;1900003341;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 08.2025;EUR;424.40;USD;494.76
10/10/2025;F055;618100;97146388;1900003401;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 09.2025;EUR;407.61;USD;478.57
11/11/2025;F055;618100;97150870;1900003479;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 10.2025;EUR;428.81;USD;495.45
12/11/2025;F055;618100;97156021;1900003563;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 11.2025;EUR;414.78;USD;479.73
1/4/2026;F055;618100;97158314;1900003573;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 12.2025;EUR;419.48;USD;492.89
2/17/2026;F055;618100;97165182;1900003722;40;EXASERV_US;;600055;EXASERV_US;SOFTCHOICE 01.2026;EUR;413.14;USD;492.42
11/28/2025;F055;618100;;100181605;40;EXASERV_US;;600055;EXASERV_US;ULTIMATE SECURITY SOLUTION;EUR;259.65;USD;300.00
1/21/2026;F055;618100;USPS 01.26;1900003648;40;EXASERV_US;;600055;EXASERV_US;;EUR;3,861.06;USD;4,536.75
7/30/2025;F055;618100;;100166178;40;CBL_100;EXASERV_US*EVENTS;;110;;EUR;1,408.19;USD;1,650.40
10/1/2025;F055;618500;MONTHLY PROV;100177017;50;EXASERV_US;;100055;EXASERV_US;Prov Seminar 10.24 FY25;EUR;-3,237.44;USD;-3,500.00
10/1/2025;F055;618500;MONTHLY PROV;100177018;50;EXASERV_US;;100055;EXASERV_US;Prov Seminar 11.24 FY25;EUR;-3,237.44;USD;-3,500.00
10/1/2025;F055;618500;MONTHLY PROV;100177019;50;EXASERV_US;;100055;EXASERV_US;Prov Seminar 12.24 FY25;EUR;-3,237.44;USD;-3,500.00
11/30/2025;F055;618500;MONTHLY PROV;100181788;50;EXASERV_US;;100055;EXASERV_US;Prov Seminar 03.25 FY25;EUR;-3,237.44;USD;-3,500.00
1/31/2026;F055;622600;;100186926;50;EXASERV_US;;200055;EXASERV_US;AUDIT Reprise provision;EUR;-12,765.96;USD;-15,000.00
5/20/2025;F055;622600;1635;1900003111;40;EXASERV_US;;200055;EXASERV_US;FISHMANDAVID CORPORATE TAXES;EUR;1,549.72;USD;1,762.50
7/1/2025;F055;622600;1729;1900003229;40;EXASERV_US;;200055;EXASERV_US;FISHMANDAVID CORPORATE TAXES;EUR;762.59;USD;893.75
12/1/2025;F055;622600;2006;1900003568;40;EXASERV_US;;200055;EXASERV_US;FISHMANDAVID CORPORATE TAXES;EUR;1,950.54;USD;2,256.00
1/19/2026;F055;622600;2491;1900003635;40;EXASERV_US;;200055;EXASERV_US;FISHMANDAVID CORPORATE TAXES FY25;EUR;11,182.98;USD;13,140.00
12/31/2025;F055;622600;2006;3300000152;50;EXASERV_US;;200055;EXASERV_US;FISHMANDAVID CORPORATE TAXES;EUR;-1,950.54;USD;-2,256.00
4/30/2025;F055;622600;MONTHLY PROV;100153896;40;EXASERV_US;;200055;EXASERV_US;AUDIT 04.2025;EUR;2,764.47;USD;3,000.00
4/30/2025;F055;622600;MONTHLY PROV;100153896;40;EXASERV_US;;200055;EXASERV_US;TAX FILING 04.25;EUR;691.12;USD;750.00
5/31/2025;F055;622600;MONTHLY PROV;100154974;40;EXASERV_US;;200055;EXASERV_US;AUDIT 05.2025;EUR;2,764.47;USD;3,000.00
5/31/2025;F055;622600;MONTHLY PROV;100154974;40;EXASERV_US;;200055;EXASERV_US;TAX FILING 05.25;EUR;691.12;USD;750.00
5/31/2025;F055;622600;;100158514;50;EXASERV_US;;600055;EXASERV_US;;EUR;-1,543.35;USD;-1,750.00
6/30/2025;F055;622600;MONTHLY PROV;100160778;40;EXASERV_US;;200055;EXASERV_US;AUDIT 06.2025;EUR;2,764.47;USD;3,000.00
